,premise,hypothesis,label,explanation,language
1616,Ein Hund ist am Strand in der Nähe eines Balls.,Eine Katze spielt im Park.,contradiction,Ein Hund und eine Katze sind zwei verschiedene Arten von Tieren.,german
1617,"Eine junge Dame, die mit ihrer Uhr spielt.",Eine Frau zittert.,entailment,Mit dem Spiel zu spielen ist fummelnd.,german
1618,Ein kleines Kind in der Mitte eines Trümmerfeldes tritt einen Fußball.,Ein Junge paddelt mit einem Kanu.,contradiction,Der Junge kann beim Kicken eines Fußballs kein Kanu paddeln.,german
1619,Ein kahler Mann steigt aus einem kleinen blauen Auto.,Der Mann fährt ein blaues Auto.,neutral,"Ein kahler Mann steigt aus einem kleinen blauen Auto aus, bedeutet nicht, dass er das Auto fährt.",german
1620,"Ein Akkordeonspieler mit einem bunten Hemd, das draußen auf einem Stuhl sitzt, mit einem jungen Mann in einem blauen T-Shirt, das vorbeikommt.",Ein junger Mann geht.,entailment,"Der junge Mann muss durch den Akkordeonspieler gehen, der auf einem Stuhl sitzt.",german
1621,Ein Mann in einer Jeansjacke greift in eine Tasche und geht an zwei Frauen vorbei.,Junge schaut Film zu Hause,contradiction,"Der Junge kann nicht laufen, während er sich einen Film ansieht.",german
1622,Familienmitglieder stehen vor einem Haus.,Eine Familie steht draußen.,entailment,"Familienangehörige, die draußen stehen, sind eine Familie, die draußen stehen,",german
1623,Zwei Männer schütten Beton auf einen anderen LKW.,Es gibt zwei Männer.,entailment,Es gibt zwei Männer bedeutet zwei Männer.,german
1624,"Ein Pferd ist auf das grüne Gras gefallen und der Jockey, der oben reitet, versucht am härtesten, nicht abzufallen.",Das Pferd stolperte auf einem Felsen.,neutral,Nicht unbedingt über einen Felsen gestolpert.,german
1625,Die Leute fahren mit ihren Fahrrädern eine Straße hinunter.,Niemand fährt ein Fahrrad.,contradiction,"Es kann nicht Leute sein, die ein Fahrrad fahren, wenn niemand das Fahrrad fährt.",german
1626,"Ein Hund springt, um einen roten Ball draußen zu fangen.",Der Hund springt.,entailment,"Springen ist eine Aktion, die benötigt wird, um einen Ball zu fangen.",german
1627,"Eine Frau sitzt da und macht eine Art handwerkliche Arbeit, während eine andere Person ein großes hölzernes Webstuhlgerät im Hintergrund betreibt.",Die Frau steht.,contradiction,Man kann nicht gleichzeitig stehen und sitzen.,german
1628,"Eine Frau, die eine leuchtend orangefarbene Bluse trägt, webt.",Eine Frau webt.,entailment,"Frau trägt eine helle orange Bluse Weben ist neu gestaltet, wie Frau Weben ist.",german
1629,"Eine Person, die in eine Bungee-Jumping-Fahrt in der Luft gegurtet.",Eine Person wird mit einem Bungee-Jumping-Fahrt heiter in die Luft geschleudert,neutral,"Sie können nicht schlussfolgern, dass sie schreien.",german
1630,"Ein Paar wurde durch eine Lücke im Zaun fotografiert, während sie in der Nähe des Wassers sitzen.",Das Paar sitzt in der Nähe des Wassers.,entailment,"Ein Paar, das in der Nähe des Wassers sitzt, kann fotografiert werden.",german
1631,"Ein Mann mit einer Fledermaus schwingt auf einen Ball, der auf ihn zukommt.",Die Fledermaus ist Aluminium,neutral,Fledermäuse sind aus anderen Materialien sowie Aluminium.,german
1632,"Eine Person, die einen blauen Rucksack trägt, steht auf einem Feld über einer malerischen Aussicht.",Die Person macht eine Naturwanderung.,neutral,"Die Person muss nicht auf einer Wanderung sein, um Landschaft zu sehen.",german
1633,"Junge mit roten Shorts, die mit Wasser durchnässt werden.",Ein Junge wird gespritzt.,neutral,"Nur weil ein Junge mit Wasser durchnässt wird, bedeutet das nicht, dass er gespritzt wird.",german
1634,"Ein runzelnder alter Mann in einer militärischen Mütze und einem Zivilanzug steht unter einer Menge von Menschen im Freien, die Schilder und Ballons tragen.","Ein wütender Militärveteran beobachtet, wie die Menschen gegen den Krieg protestieren.",neutral,"Der erste Satz lässt den Eindruck entstehen, als könnten sie am Protest teilnehmen oder einfach in der Menge gefangen sein, unfähig, wegzuziehen. Man würde nicht annehmen, dass der alte Mann die Demonstranten beobachtet.",german
1635,Ein junges Mädchen in einem weißen T-Shirt und einem blauen Rock mit einem hellen Hut steht in einem Fluss neben einem großen Felsen.,Das Mädchen schwimmt im Fluss.,contradiction,Das Mädchen kann nicht gleichzeitig stehen und schwimmen.,german
1636,Ein Junge schlägt einen Tennisball auf einem Platz.,Ein Junge schlägt einen Ball.,entailment,Ein Junge pfeift eine Tenniskugel auf den Hof.,german
1637,"Eine Kopfsteinpflasterstraße, gesäumt mit Häusern und einigen Fußgängern, die herumfräsen.",Die Menschen sind draußen und gehen zu verschiedenen Einkaufsmöglichkeiten.,neutral,Häuser implizieren keine Einkaufsmöglichkeiten.,german
1638,"Eine Gruppe von Menschen, die um einen rechteckigen Tisch sitzen und entweder Papierstücke oder Laptops vor sich haben.",zwei Personen fahren ein Boot,contradiction,"Leute, die ein Boot fahren, hätten nicht um einen rechteckigen Tisch herumsitzen können.",german
1639,"Eine asiatische Frau in einem lila Hemd bereitet eine Schüssel mit Nahrung für den jüngeren asiatischen Jungen, der in der Nähe von kaufen sitzt, während ein asiatischer Mann eine Rolle isst und bereit ist, etwas Nahrung mit seinen Essstäbchen zu nehmen.",Eine Frau macht das Geschirr.,contradiction,Die Zubereitung einer Schüssel mit Lebensmitteln ist nicht die gleiche Aktivität wie das Essen.,german
1640,"Eine weibliche Akrobat mit langen, blonden Lockenhaaren, die auf dem Kopf baumelt und sich von langen, roten Bändern aus Stoff aufhält.",Ein Pferd springt über einen Zaun.,contradiction,Ein Pferd springt über einen Zaun ist nicht das Gleiche wie eine weibliche Akrobat,german
1641,Dieser Offroad-Fahrer hat seinen Truck verraten.,Ein Ferrari geht durch die Drive-Thru.,contradiction,"Einmal Satz bezieht sich auf einen Off-Roading-Lkw umgekippt, während der zweite Satz bezieht sich fto ein ferrari beiläufig gehen durch eine Drive-Thru.",german
1642,"Eine Gruppe von Frauen, die Volleyball spielen.",Die Leute sind drinnen.,entailment,Frauen sind Menschen und drinnen bedeutet das Gleiche wie drinnen.,german
1643,"Eine Frau auf dem Bürgersteig blockiert die Sonne von ihren Augen, um die Straße hinunter zu schauen.","Eine Frau versucht, eine Freundin zu erkennen, von der sie denkt, dass sie sich nähert.",neutral,"Die Frau versucht nicht unbedingt, einen herannahenden Freund zu erkennen, wenn sie die Straße hinunterschaut.",german
1644,"Ein Baby untersucht, was wie ein Teleskop aussieht.",Ein Baby schaut in ein Gerät.,entailment,Das Gerät ist ein Teleskop.,german
1645,"Es gibt zwei Leute, die im Sand spazieren gehen.","Es gibt fünf Leute, die mit Trommeln im Sand spazieren gehen.",contradiction,Zwei Leute sind nicht fünf.,german
1646,"Ein Mann hält ein Buch, das vor einer Tafel steht.","Ein Mann hält ein Buch über Fossilien, das vor einer Tafel steht.",neutral,"Sie können nicht folgern, das Buch ist über Fossilien.",german
1647,"Ein älterer Herr schaut auf die Kamera, während er ein Deck baut.","Ein älterer Herr in Overalls schaut auf die Kamera, während er vor einem Haus ein rotes Deck baut.",entailment,"""Er baut ein rotes Deck vor einem Haus."" ""Er baut ein Deck.""",german
1648,"Ein Kind, das in einem langärmeligen Hemd mit einem Trikot mit der Nummer 11 gekleidet ist, übergibt während eines Staffelrennens eine Bar an einen Jungen in einem Trikot mit der Nummer 12.","Kinder, die an einem Staffelrennen teilnehmen.",entailment,"Wenn die Leute in einem Staffellauf sind, sind sie im Wettbewerb.",german
1649,Ein verwirrter Mann steht und starrt in die Ferne vor einigen Kartensammelmaschinen.,Der Mann ist verwirrt.,entailment,Verwirrter Mann ist eine Neuformulierung des Menschen ist verwirrt.,german
1650,"Ein alter Mann in einem grauen Hemd lächelt die Kamera an, während er Wäsche in einem kleinen Raum macht.",Der Mann ist alt,entailment,Ein alter Mann ist alt.,german
1651,"Vier Erwachsene essen, während sie auf einem Fliesenboden sitzen.",Eine Gruppe von Menschen essen Essen.,entailment,"Vier Erwachsene bedeuten, dass es sich um eine Gruppe von Erwachsenen handelt.",german
1652,Drei Menschen tragen schwarze Augenbinde in der Nähe eines 'Salvar O Planeta'-Zeichens.,sie können alle sehen,contradiction,Die Leute können beim Tragen der Augenbinde nichts sehen.,german
1653,Ein Mann sitzt an einem Tisch in einem Zimmer.,Eine Frau sitzt.,contradiction,ein Mann ist anders als eine Frau,german
1654,Eine Dame fördert den anderen beiden Mädchen etwas.,Ein Mann rühmt sich etwas in einer Bar.,contradiction,"Ist eine Dame, kein Mann",german
1655,"Blondhaariges Mädchen, das einen Fahrradhelm trägt, ein schwarzes T-Shirt, das 'Twizzlers' liest, und eine gedruckte Hundeanhängerkette um ihren Hals.",ein mädchen mit einem helm trägt ein hund tag,entailment,"Die Tatsache, dass das Mädchen trägt ein Hund Tag Halskette impliziert, dass sie auch trägt einen Hund Tag.",german
1656,Drei Welpen werden in der Wanne von einer Person mit Wasser besprüht.,Tiere sind in einer Wanne.,entailment,Welpen sind Tiere.,german
1657,Zwei Männer und ein Frisbee,Zwei Männer mit einem Spielzeug.,entailment,Ein Frisbee ist ein Spielzeug.,german
1658,"Eine Frau in Weiß und Schwarz, schickt den Volleyball über das Netz, während das gegnerische Team in Marineblau versucht, es zu blockieren, wie der Trainer und ein paar Zuschauer beobachten, in einem Fitnessstudio.",Es gibt keinen Volleyball,contradiction,"Eine Frau kann den Volleyball nicht schicken, wenn es keinen Volleyball gibt.",german
1659,Kinder streicheln kleine Schildkröten im Gras.,Die Schildkröten laufen über das Gras.,neutral,"Die Schildkröten, die die Kinder streicheln, laufen vielleicht gar nicht.",german
1660,"Eine Dame in der Küche putzte ihre Füße auf einem Schneidbrett mit einem roten Handtuch oder einer roten Schürze, wobei ihr Mann dort stand.",Eine Dame in der Küche reinigt ihre Füße.,entailment,"„ säubert ihre Füße ""ist eine andere Form von "" reinigt ihre Füße "".",german
1661,Zwei Männer stehen in der Nähe von einem Stück großer Maschinen.,Die Männer betreiben eine Maschine.,neutral,"Männer, die in der Nähe von großen Maschinen stehen, bedienen sie nicht unbedingt.",german
1662,"Ein Mädchen mit blauem Hemd und ein Mädchen mit gestreiftem Hemd stehen neben einem Mädchen mit grünem Hemd, das auf einem Stuhl sitzt.","Zwei Mädchen stehen neben einem Mädchen, das sitzt.",entailment,"Es gibt zwei Mädchen neben einem Mädchen sitzen, so muss es zwei Mädchen neben einem sitzenden Mädchen stehen.",german
1663,Ein älterer Mann fährt ein Fahrrad mit einem blauen Wäschekorb voller Kleidung an seinem Lenker.,"Ein alter Mann fährt ein Fahrrad mit einem blauen Wäschekorb, der voller Kleidung auf seinem Lenker ist.",entailment,"„ Der ältere Mann fährt mit dem Fahrrad ""ist eine Neuformulierung von„ der alte Mann fährt mit dem Fahrrad "".",german
1664,Weiblich in einer Militäruniform mit gefesselten Haaren.,der Mann hat langes Haar,contradiction,Ein Mann kann nicht weiblich sein.,german
1665,"Ein Mann in einem schwarzen Anzug mit einer Katze an der Leine schaut in einem Laden, während die Katze neben ihm steht und die entgegengesetzte Richtung des Mannes starrt, als eine Frau in einer grünen Jacke, schwarzen Hosen und High Heels an Katze und Mann vorbeigelaufen ist.","Ein Mann, der seine Katze mitnimmt, während er ein paar Besorgungen macht.",neutral,"Sie können nicht folgern, dass er Besorgungen durchführt.",german
1666,Autos und Menschen befinden sich außerhalb von 'Hotel Carmel'.,Die Leute steigen für die Party im Hotel Carmel aus.,neutral,"Es gibt keinen Hinweis darauf, dass die Leute aus den Autos steigen, oder dass es eine Party im Hotel gibt.",german
1667,Ein Junge in einem blauen Hemd spielt in einem springenden Zelt.,Mieten Sie Ihre eigene Hüpfburg heute,neutral,"Ein Junge, der in einem springenden Zelt spielt, deutet nicht auf ein Werbewort hin: „Miete heute dein eigenes Hüpfhaus"".",german
1668,Ein Mann spielt Schlagzeug mit einer Band.,Ein Mann spielt auf dem Musikfestival.,neutral,"Das Spielen in einer Band bedeutet nicht, dass es auf einem Musikfestival stattfindet.",german
1669,Ein Mann hält zwei Kinder in den Armen.,Ein Mann posiert für ein Foto mit seinen beiden Enkeln.,neutral,Die Kinder sind vielleicht nicht die Enkel des Mannes,german
1670,"Ein älteres kaukasisches Paar lässt ihr Bild von einer Steinstatue eines Mannes und einer Frau machen, die sich küssen.","Das Paar, das an einer Statue steht, lässt ihr Bild machen.",entailment,"Wenn das Paar sein Bild von der Statue machen lassen, stehen sie daneben.",german
1671,"Ein Mann mit langen Haaren, der wie auf einer Bühne in ein Mikrofon spricht.",Ein Mann mit langen Haaren verhält sich wie auf einer Bühne und spricht in ein Mikrofon.,entailment,"Als ob auf einer Bühne eine Umwälzung ist, wie er auf einer Bühne ist.",german
1672,Zwei Hunde laufen in der Nähe der Blätter zusammen.,"Die beiden Hunde laufen, um in den Blättern zu spielen.",neutral,"Zusammenlaufen bedeutet nicht, dass sie im Spiel sind. Sie könnten der Angst aus dem Weg gehen.",german
1673,Ein Mann skaliert eine Kletterwand.,"Ein Mann klettert, nachdem er fast zu Tode gefallen ist.",neutral,"skaliert eine Kletterwand. bedeutet nicht immer, nach fast fallen",german
1674,Ein frisch verheiratetes Paar lacht und redet miteinander.,Das Paar hat Spaß.,entailment,"Leute, die lachen, haben Spaß.",german
1675,"Ein Mann in einem grünen Hemd und großer beige Hut überwacht einen Kiosk, der Snacks und Getränke verkauft.",die Frau ist weiß,contradiction,Es kann entweder einen Mann oder eine Frau geben.,german
1676,Ein Mann und ein Mädchen blicken in eine Bergkette.,Die Leute schauen auf die Berge.,entailment,"Leute, die Berge sehen.",german
1677,"Ein Typ in der Brille beißt in eine rosa Marshmallow-Mädchen, während jemand anderes ihre Lippen rauspuckt, um einen Bissen zu wollen.",Eine Frau beißt in ein Marshmallow Küken,contradiction,In der ersten Wache gibt es einen Mann und in der zweiten Wache ist es eine Frau.,german
1678,ein mädchen trägt rosa zieht unkraut...........................................................................................................................,Das Mädchen ist im Garten.,entailment,"Die Mädchen ziehen Unkraut, das als Gartenarbeit bekannt ist.",german
1679,"Eine Gruppe von Leuten, die um Tische mit Computermonitoren sitzen und auf etwas auf der linken Seite achten.","Eine Gruppe von Menschen sitzt in einem Geschäftszimmer, wenn sie etwas links bemerken.",neutral,"Sie können nicht folgern, dass sie etwas auf der linken Seite bemerken.",german
1680,"Ein Mann, der mit einer Aktentasche auf einer Bank sitzt.",Der Mann ist draußen mit seiner Aktentasche.,entailment,"der Mann, der auf einer Bank mit Aktentasche sitzt, ist draußen",german
1681,"Kleines Mädchen in einer Schürze, das Konfetti in das Haar einer Frau legt.","Eine Frau, die ihre Tochter badet.",contradiction,Die Themen sind entweder Baden oder setzen Konfetti auf einander.,german
1682,Kind üben Karate bewegen,Ein Kind praktiziert.,entailment,Karate zu üben ist eine Art Übung.,german
1683,"Zwei Leute kickboxen, andere zuckten.",Zwei Menschen kämpfen gegeneinander,entailment,"Zwei Leute kickboxen, also kämpfen sie miteinander.",german
1684,Ein asiatischer Mann geht eine dreirädrige Tretkarte voll von weißen Taschen.,"Ein asiatischer Mann geht eine dreirädrige Tretkarte voll von weißen Taschen und er kann gesehen werden, wie er den Laden verlässt.",neutral,"Nur weil ein Mann einen Tretwagen mit weißen Taschen läuft, bedeutet das nicht, dass er den Laden verlässt.",german
1685,"Eine Person, in einem gestreiften blauen Hemd und Hose, läuft mit.",Die Person ist alt,neutral,"Eine Person, die läuft, wird nicht als alt angenommen.",german
1686,"Ein kleiner Junge, der ein blaues Hemd trägt, spielt im Kinderbecken.",Junge spielen in der Sandbox,contradiction,Ein Junge kann nicht in einem Kinderbecken und in einem Sandkasten sein.,german
1687,Eine vierteilige Band spielt einen Song auf einer mittelgroßen Bühne.,Eine dreiteilige Band spielt einen Song auf einer mittelgroßen Bühne.,contradiction,Ein dreiteiliges Band kann nicht auch ein vierteiliges Band sein.,german
1688,"Eine Band, die in einem Club auf der Bühne spielt.",Die Bühnencrew putzt die Bühne,contradiction,"Die Bühnencrew würde die Bühne nicht putzen, wenn die Band noch spielen würde.",german
